group,name , code
,Shërbime riparimi dhe mirëmbajtje për kuti marshesh,50116300-4
,Shërbime riparimi dhe mirëmbajtje për transmisione automjetesh,50116400-5
,"Shërbime riparimi gomash, përfshirë montimin dhe balancimin",50116500-6
,Shërbime ri-modulimi gomash,50116510-9
,Shërbime riparimi dhe mirëmbajtje për motorrë nisje,50116600-7
,Shërbime konversioni automjetesh dhe reconditioning,50117000-8
,Shërbime konversioni motorri automjetesh,50117100-9
,Shëbime konversioni ambulance,50117200-0
,Shërbime të ndërtimit të automjeteve,50117300-1
,Shërbime për avari rrugore,50118000-5
,Shërbime për avari rrugore dhe heqjen e automjeteve,50118100-6
,Shërbime rimorkimi të automjeteve,50118110-9
,Shërbime për avari rrugore dhe heqjen e automjeteve komerciale,50118200-7
,Shërbime për avari rrugore dhe heqjen e autobusëve,50118300-8
,Shërbime për avari rrugore dhe heqjen e automjeteve motorike,50118400-9
,Shërbime për avari rrugore dhe heqjen e motoçikletave,50118500-0
,Shërbime për demolimin e automjeteve,50190000-3
,"Riparime, mirëmbajtje dhe shërbime në lidhje me avionë, hekurudha, rrugë
dhe pajisje detare",50200000-7
,"Riparime, mirëmbajtje dhe shërbime në lidhje me avionë dhe pajisje të tjera",50210000-0
,Shërbime për riparimin dhe mirëmbajtjen e avionëve,50211000-7
,Shërbime për mirëmbajtjen e avionëve,50211100-8
,Shërbime për riparimin e avionëve,50211200-9
,Shërbime për riparimin dhe mirëmbajtjen e motorëve të avionëve,50211210-2
,Shërbime për mirëmbajtjen e motorëve të avionëve,50211211-9
,Shërbime për riparimin e motorëve të avionëve,50211212-6
,Shërbime për restaurimin e avionëve,50211300-0
,Shërbime për restaurimin e motorëve të avionëve,50211310-3
,Shërbime për riparimin dhe mirëmbajtjen e helikopterëve,50212000-4
,"Shërbime riparimi, mirëmbajtjeje dhe shërbime të tjera të lidhura me
hekurudhat dhe pajisje të tjera",50220000-3
,Shërbime për riparimin dhe mirëmbajtjen e lokomotivave,50221000-0
,"Shërbime për riparimin dhe mirëmbajtjen e kutve të shpejtësisë së
lokomotivave",50221100-1
,Shërbime për riparimin dhe mirëmbajtjen e transmetimeve të lokomotivave,50221200-2
,Shërbime për riparimin dhe mirëmbajtjen e rrotave të lokomotivave,50221300-3
,"Shërbime për riparimin dhe mirëmbajtjen e frenave dhe pjesëve të frenave të
lokomotivave",50221400-4
,Shërbime për riparimin dhe mirëmbajtjen rolling stocks,50222000-7
,Shërbime për riparimin dhe mirëmbajtjen e amortizatorëve,50222100-8
,Shërbime për riparimin e lokomotivave,50223000-4
,Shërbime për riparimin e rolling stock,50224000-1
,Shërbime për riparimin e ndenjëseve të rolling stock,50224100-2
,Shërbime për riparimin e vagonëve të pasagjerëve,50224200-3
,Shërbime për mirëmbajtjen e hekurudhave,50225000-8
,Demolim i materialeve të hekurudhave,50229000-6
,"Shërbime riparimi, mirëmbajtjeje dhe shërbime të tjera të lidhura me rrugët
dhe pajisje të tjera",50230000-6
,"Shërbime për mirëmbajtjen e instalimeve publike, ndriçimin dhe dritat e
trafikut",50232000-0
,Shërbime për mirëmbajtjen e sistemeve të ndriçimit të rrugëve,50232100-1
,Komisionime të instalimeve të ndriçimit publik,50232110-4
,Shërbime për mirëmbajtjen e sistemeve të sinjalizimit të tafiku,50232200-2
,"Shërbime riparimi, mirëmbajtjeje dhe shërbime të tjera të lidhura me anijet
dhe pajisje të tjera",50240000-9
,Shërbime për riparimin dhe mirëmbajtjen e anijeve,50241000-6
,Shërbime për riparimin e trageteve,50241100-7
,Shërbime për riparimin e anijeve,50241200-8
,Shërbime për konvertimin e anijeve,50242000-3
,Shërbime për demolimin e anijeve,50243000-0
,Shërbime për resturimin e anijeve ose barkave,50244000-7
,Shërbime për modernizimin e anijeve,50245000-4
,Shërbime për mirëmbajtjen e pajisjeve të portit,50246000-1
,Shërbime për ndërtimin e anijeve (dry-docking),50246100-2
,Shërbime për mirëmbajtjen e varkave,50246200-3
,Shërbime për riparimin dhe mirëmbajtjen e strukturave lundruese,50246300-4
,Shërbime për riparimin dhe mirëmbajtjen e platformave lundruese,50246400-5
,"Shërbime riparimi, mirëmbajtjeje dhe shërbime të tjera të lidhura me kompjuterat personale, pajisje zyre, telekomunikacioni dhe pajisje audio-
vizuale",50300000-8
,Mirëmbajtje dhe riparim i makinerive në zyra,50310000-1
,Mirëmbajtje dhe riparim i makinerive të kontabilitetit në zyra,50311000-8
,"Mirëmbajtje dhe riparim i makinave llogaritëse dhe makinerive të
kontabilitetit",50311400-2
,Mirëmbajtje dhe riparim i pajisjeve kompjuterike,50312000-5
,Mirëmbajtje dhe riparim i kompjuterëve mainframe,50312100-6
,Mirëmbajtj e kompjuterëve mainframe,50312110-9
,Riparim i kompjuterëve mainframe,50312120-2
,Mirëmbajtje dhe riparim i minikompjuterave,50312200-7
,Mirëmbajtje e minikompjuterave,50312210-0
,Riparim i minikompjuterave,50312220-3
,Mirëmbajtje dhe riparim i pajisjeve të rrjetit të të dhënave,50312300-8
,Mirëmbajtje e pajisjeve të rrjetit të të dhënave,50312310-1
,Riparim i pajisjeve të rrjetit të të dhënave,50312320-4
,Mirëmbajtje dhe riparim i mikrokompjuterave,50312400-9
,Mirëmbajtje e mikrokompjuterave,50312410-2
,Riparim i mikrokompjuterave,50312420-5
,Mirëmbajtje dhe riparim i pajisjeve të teknologjisë së informacionit,50312600-1
,Mirëmbajtje e pajisjeve të teknologjisë së informacionit,50312610-4
,Riparim i pajisjeve të teknologjisë së informacionit,50312620-7
,Mirëmbajtje dhe riparim i makinerisë reprografike,50313000-2
,Shërbime për riparimin e makinerisë fotokopjuese,50313100-3
,Shërbime për mirëmbajtjen e makinerisë fotokopjuese,50313200-4
,Shërbime për riparimin dhe mirëmbajtjen e makinerisë faksimile,50314000-9
,Shërbime për riparimin dhe mirëmbajtjen e makinave sekretari telefonike,50315000-6
,Mirëmbajtje dhe riparim i makinerisë për dhënien e biletave,50316000-3
,Mirëmbajtje dhe riparim i makinerisë për vlerësimin e biletave,50317000-0
,Shërbime për riparimin dhe mirëmbajtjen e kompjuterëve personal,50320000-4
,Shërbime për riparimin e kompjuterëve personal,50321000-1
,Shërbime për mirëmbajtjen e kompjuterëve personal,50322000-8
,Mirëmbajtje dhe riparim i njësive periferike të kompjuterave,50323000-5
,Mirëmbajtje e njësive periferike të kompjuterave,50323100-6
,Riparim i njësive periferike të kompjuterave,50323200-7
,Shërbime suporti për kompjutera personal,50324000-2
,Shërbime për mirëmbajtjen e sistemit,50324100-3
,Shërbime për mirëmbajtjen parandaluese të sistemit,50324200-4
,Shërbime për mirëmbajtjen e pajisjeve të telekomunikacionit,50330000-7
,Shërbime për riparimin dhe mirëmbajtjen e linjave të telekomunikacionit,50331000-4
,Shërbime për mirëmbajtjen e infrastrukturës së telekomunikacionit,50332000-1
,Shërbime për mirëmbajtjen e pajisjeve të radio-komunikimit,50333000-8
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve radiotransmetuese,50333100-9
,Shërbime për riparimin dhe mirëmbajtjen e aparateve radiotelefonike,50333200-0
,"Shërbime për riparimin dhe mirëmbajtjen e pajisjeve të linjave telefonike dhe
telegrafike",50334000-5
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve të linjave telefonike,50334100-6
,Shërbime për mirëmbajtjen e rrjetit telefonik,50334110-9
,Shërbime për modernizimin e pajisjeve të komutacionit telefonik,50334120-2
,Shërbime për riparimin dhe mirëmbajtjen e aparatit të komutacionit telefonik,50334130-5
,Shërbime për riparimin dhe mirëmbajtjen e aparateve telefonike,50334140-8
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve të linjave telegrafike,50334200-7
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve të linjave teleks,50334300-8
,Shërbime për mirëmbajtjen e sistemeve të komunikimit,50334400-9
,"Shërbime për riparimin dhe mirëmbajtjen e  pajisjeve audio-vizuale dhe
optike",50340000-0
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve televizive,50341000-7
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve videoteksti,50341100-8
,Shërbime për riparimin dhe mirëmbajtjen e transmetuesve televizivë,50341200-9
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve audio,50342000-4
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve videove,50343000-1
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve optike,50344000-8
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve fotografike,50344100-9
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve kinematografik,50344200-0
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve mjekësore dhe saktësi,50400000-9
,"Shërbime për riparimin dhe mirëmbajtjen e aparateve të matjes, testimit dhe
kontrollit",50410000-2
,Shërbime për riparimin dhe mirëmbajtjen e aparatit matës,50411000-9
,Shërbime për riparimin dhe mirëmbajtjen e ujëmatësve,50411100-0
,Shërbime për riparimin dhe mirëmbajtjen e gaz-matësve,50411200-1
,"Shërbime për riparimin dhe mirëmbajtjen e aparateve matës të energjisë
elektrike",50411300-2
,Shërbime për riparimin dhe mirëmbajtjen e takometrave,50411400-3
,"Shërbime për riparimin dhe mirëmbajtjen e pajisjeve industriale për matjen e
kohës",50411500-4
,Shërbime për riparimin dhe mirëmbajtjen e aparateve të kolaudimit,50412000-6
,Shërbime për riparimin dhe mirëmbajtjen e aparateve të provës,50413000-3
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve për zbulimin e gazit,50413100-4
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve zjarrfikëse,50413200-5
,"Shërbime për riparimin dhe mirëmbajtjen e pajisjeve mjekësore dhe
kirurgjikale",50420000-5
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve mjekësore,50421000-2
,Shërbime për riparimin dhe mirëmbajtjen e karrigeve me rrota,50421100-3
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve me rreze x,50421200-4
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve kirurgjikale,50422000-9
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve saktësi,50430000-8
,Shërbime për riparimin dhe mirëmbajtjen e orave të dorës,50431000-5
,Shërbime për riparimin dhe mirëmbajtjen e sahateve,50432000-2
,Shërbime kalibrimi,50433000-9
,"Shërbime për riparimin dhe mirëmbajtjen e pompave, valvolave, çezmave
dhe kontejnerëve dhe mainerive të metalit",50500000-0
,"Shërbime për riparimin dhe mirëmbajtjen e pompave, valvola, çezmat dhe
kontejnerë metali",50510000-3
,Shërbime për riparimin dhe mirëmbajtjen e pompave,50511000-0
,Shërbime për riparimin dhe mirëmbajtjen e pompave të lëngshme,50511100-1
,Shërbime për riparimin dhe mirëmbajtjen e pompave të karburantit,50511200-2
,Shërbime për riparimin dhe mirëmbajtjen e valvulave,50512000-7
,Shërbime për riparimin dhe mirëmbajtjen e çezmave,50513000-4
,Shërbime për riparimin dhe mirëmbajtjen e kontejnerëve të metalit,50514000-1
,Shërbime për riparimin dhe mirëmbajtjen e tanke,50514100-2
,Shërbime për riparimin dhe mirëmbajtjen e rezervuarëve,50514200-3
,Shërbime riparimi sleeving,50514300-4
,Shërbime për riparimin dhe mirëmbajtjen e makinerive,50530000-9
,Shërbime për riparimin dhe mirëmbajtjen makinerive jo-elektrike,50531000-6
,Shërbime për riparimin dhe mirëmbajtjen e kaldajave,50531100-7
,Shërbime për mirëmbajtjee pajisjeve me gaz,50531200-8
,Shërbime për riparimin dhe mirëmbajtjen e kompresorëve,50531300-9
,Shërbime për riparimin dhe mirëmbajtjen e vinçave,50531400-0
,Shërbime për riparimin dhe mirëmbajtjen e derrick,50531500-1
,Shërbime për çmontimin e derrick,50531510-4
,"Shërbime për riparimin dhe mirëmbajtjen e makinerive elektrike, aparateve
dhe pajisjeve të lidhura me to",50532000-3
,Shërbime për riparimin dhe mirëmbajtjen e motorëve elektrikë,50532100-4
,Shërbime për riparimin dhe mirëmbajtjen e transformatorëve,50532200-5
,Shërbime për riparimin dhe mirëmbajtjen e gjeneratorëve,50532300-6
,"Shërbime për riparimin dhe mirëmbajtjen e pajisjeve elektrike të
shpërndarjes",50532400-7
,"Shërbime për riparimin dhe mirëmbajtjen e materialeve të sigurisë dhe të
mbrojtjes",50600000-1
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve të sigurisë,50610000-4
,Shërbime për riparimin dhe mirëmbajtjen e armëve të zjarrit dhe municionit,50620000-7
,Shërbime për riparimin dhe mirëmbajtjen e automjeteve ushtarake,50630000-0
,Shërbime për riparimin dhe mirëmbajtjen e anijeve luftarake,50640000-3
,"Shërbime për riparimin dhe mirëmbajtjen e avionëve ushtarakë, raketave dhe
anijeve kozmike",50650000-6
,Shërbime për riparimin dhe mirëmbajtjen e sistemeve ushtarake elektronike,50660000-9
,Shërbime për riparimin dhe mirëmbajtjen e instalimeve të ndërtimit,50700000-2
,"Shërbime për riparimin dhe mirëmbajtjen e instalimeve elektrike dhe
mekanike në ndërtim",50710000-5
,Shërbime për riparimin dhe mirëmbajtjen e instalimeve elektrike në ndërtim,50711000-2
,Shërbime për riparimin dhe mirëmbajtjen e instalimeve mekanike në ndërtim,50712000-9
,Shërbime për riparimin dhe mirëmbajtjen e ngrohjes qendrore,50720000-8
,Komisionime për instalimet e ngrohjes,50721000-5
,Shërbime për riparimin dhe mirëmbajtjen e grupeve të ftohjes,50730000-1
,Shërbime për riparimin dhe mirëmbajtjen e shkallëve të lëvizshme,50740000-4
,Shërbime për mirëmbajtjen e ashensorëve,50750000-7
,Riparime dhe mirëmbajtje e banjave publike,50760000-0
,Shërbime të ndryshme për riparim dhe mirëmbajtje,50800000-3
,Shërbime për riparimin e bizhuterive,50810000-6
,Shërbime për riparimin e mallrave personale prej lëkure,50820000-9
,Shërbime për riparimin e çizmeve,50821000-6
,Shërbime për riparimin e këpucëve,50822000-3
,Shërbime për riparimin e rrobave dhe tekstileve,50830000-2
,Shërbime për riparimin dhe mirëmbajtjen e armëve dhe sistemeve të armëve,50840000-5
,Shërbime për riparimin dhe mirëmbajtjen e armëve,50841000-2
,Shërbime për riparimin dhe mirëmbajtjen e sistemeve të armëve,50842000-9
,Shërbime për riparimin dhe mirëmbajtjen e mobiljeve,50850000-8
,Shërbime për riparimin dhe mirëmbajtjen e instrumenteve muzikore,50860000-1
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve të lojrave,50870000-4
,"Shërbime për riparimin dhe mirëmbajtjen e pajisjeve të hoteleve dhe
restoranteve",50880000-7
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve të hoteleve,50881000-4
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve të restoranteve,50882000-1
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve hotelierike,50883000-8
,Shërbime për riparimin dhe mirëmbajtjen e pajisjeve të kampeve,50884000-5
Shërbime të shëndetit dhe të punës sociale,Shërbime shëndetësore dhe punë sociale,85000000-9
,Shërbime shëndetësore,85100000-0
,Shërbime spitalore dhe të lidhura,85110000-3
,Shërbime spitalore,85111000-0
,Shërbime spitalore kirurgjikale,85111100-1
,Shërbimet spitalore mjekësore,85111200-2
,Shërbime spitalore gjinekologjike,85111300-3
,Shërbime fertilizimi artificiale,85111310-6
,Shërbime spitalore obstetrike,85111320-9
,Shërbimet spitalore rehabilitimi,85111400-4
,Shërbimet spitalore psikiatrike,85111500-5
,Shërbime orthotic,85111600-6
,Shërbime terapie oksigjenike,85111700-7
,Shërbime patologjike,85111800-8
,Shërbime të analizave të gjakut,85111810-1
,Shërbime të analizave bakteriologjike,85111820-4
,Shërbime dializash spitalore,85111900-9
,Shërbime mbështetëse spitalore,85112000-7
,Shërbime për furnizimin e lavanderisë së spitalit,85112100-8
,Shërbime të kujdesit ambulator,85112200-9
,Praktika mjekësore dhe shërbime të lidhura,85120000-6
,Shërbime praktikash mjekësore,85121000-3
,Shërbime nga mjekë të përgjithshëm,85121100-4
,Shërbime të specializuara mjekësore,85121200-5
,Shërbime gjinekologjike ose obstetrike,85121210-8
,Shërbime  të specializuara të sistemit nervor ose nefrologjik,85121220-1
,Shërbime kardiologjike ose shërbime të specializuara pulmonare,85121230-4
,Shërbime kardiologjike,85121231-1
,Shërbime të specializuara pulmonare,85121232-8
,Shërbime radiologjike dhe ent,85121240-7
,Shërbime gastroenterologist dhe geriatric,85121250-0
,Shërbime gastroenterologist,85121251-7
,Shërbime geriatric,85121252-4
,Shërbime psikiatrike ose psikologjike,85121270-6
,Shërbime institucionesh për njerëzit me çrregullime psikologjike,85121271-3
,"Shërbime oftalmologjike, dermatologjike ose ortopedike",85121280-9
,Shërbime okulistike,85121281-6
,Shërbimet dermatologjike,85121282-3
,Shërbimet ortopedike,85121283-0
,Shërbime pediatrike apo urologjike,85121290-2
,Shërbime pediatrike,85121291-9
,Shërbimet urologjike,85121292-6
,Shërbime kirurgjikale të specializuara,85121300-6
,Shërbime të lidhura dhe praktika dentare,85130000-9
,Shërbime praktikash dentare,85131000-6
,Shërbime ortodontike,85131100-7
